Note: For the actual contract source codes use the api endpoints at https://etherscan.io/apis#contracts
"Txhash","ContractAddress","ContractName"
,"0xdac17f958d2ee523a2206206994597c13d831ec7","USDT"
,"0xB8c77482e45F1F44dE1745F52C74426C631bDD52","BNB"
,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC"
,"0x1f9840a85d5af5bf1d1762f925bdaddc4201f984","UNI"
